Team,Year,Sport,Gold_Count,Silver_Count,Bronze_Count
Great Britain,2000,Rowing,13,4,0
Great Britain,2000,Sailing,3,4,0
Great Britain,2000,Shooting,1,1,0
Great Britain,2000,Swimming,0,0,0
Great Britain,2000,Table Tennis,0,0,0
Great Britain,2000,Taekwondo,0,0,0
Great Britain,2000,Tennis,0,0,0
Great Britain,2000,Trampolining,0,0,0
Great Britain,2000,Triathlon,0,0,0
Great Britain,2000,Weightlifting,0,0,0
Great Britain,2004,Archery,0,0,1
Great Britain,2004,Athletics,6,0,1
Great Britain,2004,Badminton,0,0,0
Great Britain,2004,Boxing,0,1,0
Great Britain,2004,Canoeing,0,1,2
Great Britain,2004,Cycling,2,6,2
Great Britain,2004,Diving,0,2,0
Great Britain,2004,Equestrianism,1,5,1
Great Britain,2004,Fencing,0,0,0
Great Britain,2004,Gymnastics,0,0,0
Great Britain,2004,Hockey,0,0,0
Great Britain,2004,Judo,0,0,0
Great Britain,2004,Modern Pentathlon,0,0,1
Great Britain,2004,Rhythmic Gymnastics,0,0,0
Great Britain,2004,Rowing,4,6,2
Great Britain,2004,Sailing,4,2,3
Great Britain,2004,Shooting,0,0,0
Great Britain,2004,Swimming,0,0,2
Great Britain,2004,Taekwondo,0,0,0
Great Britain,2004,Tennis,0,0,0
Great Britain,2004,Trampolining,0,0,0
Great Britain,2004,Triathlon,0,0,0
Great Britain,2004,Weightlifting,0,0,0
Great Britain,2004,Wrestling,0,0,0
Great Britain,2008,Archery,0,0,0
Great Britain,2008,Athletics,1,2,5
Great Britain,2008,Badminton,0,0,0
Great Britain,2008,Boxing,1,0,2
Great Britain,2008,Canoeing,1,1,1
Great Britain,2008,Cycling,13,4,2
Great Britain,2008,Diving,0,0,0
Great Britain,2008,Equestrianism,0,0,6
Great Britain,2008,Fencing,0,0,0
Great Britain,2008,Gymnastics,0,0,1
Great Britain,2008,Hockey,0,0,0
Great Britain,2008,Judo,0,0,0
Great Britain,2008,Modern Pentathlon,0,1,0
Great Britain,2008,Rowing,6,13,4
Great Britain,2008,Sailing,7,2,1
Great Britain,2008,Shooting,0,0,0
Great Britain,2008,Swimming,2,2,2
Great Britain,2008,Synchronized Swimming,0,0,0
Great Britain,2008,Taekwondo,0,0,1
Great Britain,2008,Tennis,0,0,0
Great Britain,2008,Trampolining,0,0,0
Great Britain,2008,Triathlon,0,0,0
Great Britain,2008,Weightlifting,0,0,0
Great Britain,2012,Archery,0,0,0
Great Britain,2012,Athletics,4,1,1
Great Britain,2012,Badminton,0,0,0
Great Britain,2012,Basketball,0,0,0
Great Britain,2012,Beach Volleyball,0,0,0
Great Britain,2012,Boxing,3,1,1
Great Britain,2012,Canoeing,1,0,2
Great Britain,2012,Cycling,15,2,2
Great Britain,2012,Diving,0,0,1
Great Britain,2012,Equestrianism,8,5,1
Great Britain,2012,Fencing,0,0,0
Great Britain,2012,Football,0,0,0
Great Britain,2012,Gymnastics,0,1,7
Great Britain,2012,Handball,0,0,0
Great Britain,2012,Hockey,0,0,16
Great Britain,2012,Judo,0,1,1
Great Britain,2012,Modern Pentathlon,0,1,0
Great Britain,2012,Rhythmic Gymnastics,0,0,0
Great Britain,2012,Rowing,10,6,12
Great Britain,2012,Sailing,1,7,0
Great Britain,2012,Shooting,1,0,0
Great Britain,2012,Swimming,0,1,2
Great Britain,2012,Synchronized Swimming,0,0,0
Great Britain,2012,Table Tennis,0,0,0
Great Britain,2012,Taekwondo,1,0,1
Great Britain,2012,Tennis,1,2,0
Great Britain,2012,Trampolining,0,0,0
Great Britain,2012,Triathlon,1,0,1
Great Britain,2012,Volleyball,0,0,0
Great Britain,2012,Water Polo,0,0,0
Great Britain,2012,Weightlifting,0,0,0
Great Britain,2012,Wrestling,0,0,0
Great Britain,2016,Archery,0,0,0
Great Britain,2016,Athletics,2,1,11
Great Britain,2016,Badminton,0,0,2
Great Britain,2016,Boxing,1,1,1
Great Britain,2016,Canoeing,2,4,0
Great Britain,2016,Cycling,14,4,2
Great Britain,2016,Diving,2,1,2
Great Britain,2016,Equestrianism,2,4,0
Great Britain,2016,Fencing,0,0,0
Great Britain,2016,Golf,1,0,0
Great Britain,2016,Gymnastics,2,1,3
Great Britain,2016,Hockey,16,0,0
Great Britain,2016,Judo,0,0,1
Great Britain,2016,Modern Pentathlon,0,0,0
Great Britain,2016,Rowing,15,11,0
Great Britain,2016,Rugby Sevens,0,12,0
Great Britain,2016,Sailing,3,1,0
Great Britain,2016,Shooting,0,0,2
Great Britain,2016,Swimming,1,12,0
Great Britain,2016,Synchronized Swimming,0,0,0
Great Britain,2016,Table Tennis,0,0,0
Great Britain,2016,Taekwondo,1,1,1
Great Britain,2016,Tennis,1,0,0
Great Britain,2016,Trampolining,0,1,0
Great Britain,2016,Triathlon,1,1,1
Great Britain,2016,Weightlifting,0,0,0
Great Britain,2020,Archery,0,0,0
Great Britain,2020,Artistic Gymnastics,1,0,4
Great Britain,2020,Artistic Swimming,0,0,0
Great Britain,2020,Athletics,0,8,7
Great Britain,2020,Badminton,0,0,0
Great Britain,2020,Boxing,2,2,2
Great Britain,2020,Canoe Slalom,0,1,0
Great Britain,2020,Canoe Sprint,0,0,1
Great Britain,2020,Cycling BMX Freestyle,1,0,1
Great Britain,2020,Cycling BMX Racing,1,1,0
Great Britain,2020,Cycling Mountain Bike,1,0,0
Great Britain,2020,Cycling Road,0,0,0
Great Britain,2020,Cycling Track,4,12,1
Great Britain,2020,Diving,2,0,2
Great Britain,2020,Equestrian,5,1,5
Great Britain,2020,Fencing,0,0,0
Great Britain,2020,Football,0,0,0
Great Britain,2020,Golf,0,0,0
Great Britain,2020,Hockey,0,0,18
Great Britain,2020,Judo,0,0,1
Great Britain,2020,Marathon Swimming,0,0,0
Great Britain,2020,Modern Pentathlon,2,0,0
Great Britain,2020,Rowing,0,4,9
Great Britain,2020,Rugby Sevens,0,0,0
Great Britain,2020,Sailing,5,2,1
Great Britain,2020,Shooting,0,0,1
Great Britain,2020,Skateboarding,0,0,1
Great Britain,2020,Sport Climbing,0,0,0
Great Britain,2020,Swimming,12,7,1
Great Britain,2020,Table Tennis,0,0,0
Great Britain,2020,Taekwondo,0,2,1
Great Britain,2020,Tennis,0,0,0
Great Britain,2020,Trampoline Gymnastics,0,0,1
Great Britain,2020,Triathlon,5,2,0
Great Britain,2020,Weightlifting,0,1,0
Great Britain,2024,Archery,0,0,0
Great Britain,2024,Artistic Gymnastics,0,0,2
Great Britain,2024,Artistic Swimming,0,2,0
Great Britain,2024,Athletics,1,9,30
Great Britain,2024,Badminton,0,0,0
Great Britain,2024,Boxing,0,0,1
Great Britain,2024,Canoe Slalom,0,2,2
Great Britain,2024,Cycling BMX Freestyle,0,1,0
Great Britain,2024,Cycling BMX Racing,0,0,0
Great Britain,2024,Cycling Mountain Bike,0,0,0
Great Britain,2024,Cycling Road,0,1,0
Great Britain,2024,"Cycling Road, Cycling Mountain Bike",0,0,0
Great Britain,2024,Cycling Track,4,11,9
Great Britain,2024,Diving,0,2,7
Great Britain,2024,Equestrian,8,0,6
Great Britain,2024,Golf,0,1,0
Great Britain,2024,Hockey,0,0,0
Great Britain,2024,Judo,0,0,0
Great Britain,2024,Marathon Swimming,0,0,0
Great Britain,2024,Modern Pentathlon,0,0,0
Great Britain,2024,Rowing,15,6,15
Great Britain,2024,Rugby Sevens,0,0,0
Great Britain,2024,Sailing,1,0,1
Great Britain,2024,Shooting,1,1,0
Great Britain,2024,Skateboarding,0,0,1
Great Britain,2024,Sport Climbing,1,0,0
Great Britain,2024,Swimming,6,4,0
Great Britain,2024,Table Tennis,0,0,0
Great Britain,2024,Taekwondo,0,1,0
Great Britain,2024,Tennis,0,0,0
Great Britain,2024,Trampoline Gymnastics,1,0,0
Great Britain,2024,Triathlon,1,0,1
Great Britain,2024,Weightlifting,0,0,1
Great Britain-1,1900,Tennis,2,0,0
Great Britain-1,1908,Figure Skating,0,2,0
Great Britain-1,1908,Racquets,2,0,0
Great Britain-1,1908,Shooting,6,0,0
Great Britain-1,1908,Tennis,4,0,0
Great Britain-1,1912,Tennis,0,2,0
Great Britain-1,1920,Figure Skating,0,0,2
Great Britain-1,1920,Tennis,0,0,0
Great Britain-1,1924,Tennis,0,0,2
Great Britain-1,1972,Canoeing,0,0,0
Great Britain-1,1988,Table Tennis,0,0,0
Great Britain-1,1992,Badminton,0,0,0
Great Britain-1,1992,Canoeing,0,0,0
Great Britain-1,1996,Badminton,0,0,0
Great Britain-1,2000,Badminton,0,0,0
Great Britain-1,2004,Badminton,0,2,0
Great Britain-1,2008,Badminton,0,0,0
Great Britain-1,2012,Canoeing,2,0,0
Great Britain-1,2012,Tennis,0,0,0
Great Britain-1,2016,Tennis,0,0,0
Great Britain-2,1900,Tennis,0,0,2
Great Britain-2,1908,Figure Skating,0,0,2
Great Britain-2,1908,Racquets,0,2,0
Great Britain-2,1908,Shooting,0,0,6
Great Britain-2,1908,Tennis,0,4,0
Great Britain-2,1912,Tennis,2,0,2
Great Britain-2,1920,Figure Skating,0,0,0
Great Britain-2,1920,Tennis,2,0,0
Great Britain-2,1924,Tennis,0,2,0
Great Britain-2,1972,Canoeing,0,0,0
Great Britain-2,1988,Table Tennis,0,0,0
Great Britain-2,1992,Badminton,0,0,0
Great Britain-2,1992,Canoeing,0,0,0
Great Britain-2,1996,Badminton,0,0,0
Great Britain-2,2000,Badminton,0,0,2
Great Britain-2,2004,Badminton,0,0,0
Great Britain-2,2008,Badminton,0,0,0
Great Britain-2,2012,Canoeing,0,2,0
Great Britain-2,2012,Tennis,0,0,0
Great Britain-2,2016,Tennis,0,0,0
Great Britain-3,1908,Racquets,0,0,2
Great Britain-3,1908,Tennis,0,0,2
Great Britain-3,1912,Tennis,0,0,0
Great Britain-3,1920,Figure Skating,0,0,0
Great Britain-3,1920,Tennis,0,2,0
Great Britain-4,1908,Tennis,0,0,0
Great Britain-4,1912,Tennis,0,0,0
Great Britain-4,1920,Tennis,0,0,0
Great Britain/Germany,1896,Tennis,2,0,0
Greece,1896,Athletics,1,3,6
Greece,1896,Cycling,1,3,0
Greece,1896,Fencing,2,1,2
Greece,1896,Gymnastics,2,1,1
Greece,1896,Shooting,3,3,3
Greece,1896,Swimming,1,3,2
Greece,1896,Tennis,0,1,1
Greece,1896,Weightlifting,0,0,2
Greece,1896,Wrestling,0,1,1
Greece,1900,Athletics,0,0,0
Greece,1900,Golf,0,0,0
Greece,1904,Athletics,0,0,1
Greece,1904,Weightlifting,1,0,0
Greece,1906,Athletics,1,2,4
Greece,1906,Cycling,0,0,0
Greece,1906,Diving,0,0,0
Greece,1906,Fencing,1,5,1
Greece,1906,Gymnastics,1,0,1
Greece,1906,Shooting,2,3,3
Greece,1906,Swimming,0,0,0
Greece,1906,Tennis,1,1,1
Greece,1906,Weightlifting,1,0,0
Greece,1906,Wrestling,0,0,0
Greece,1908,Athletics,0,3,0
Greece,1908,Cycling,0,0,0
Greece,1908,Shooting,0,0,1
Greece,1912,Athletics,1,0,1
Greece,1912,Fencing,0,0,0
Greece,1912,Shooting,0,0,0
Greece,1912,Swimming,0,0,0
Greece,1912,Wrestling,0,0,0
Greece,1920,Athletics,0,0,0
Greece,1920,Fencing,0,0,0
Greece,1920,Football,0,0,0
Greece,1920,Shooting,0,5,0
Greece,1920,Tennis,0,0,0
Greece,1920,Water Polo,0,0,0
Greece,1920,Weightlifting,0,0,0
Greece,1920,Wrestling,0,0,0
Greece,1924,Art Competitions,1,0,0
Greece,1924,Athletics,0,0,0
Greece,1924,Boxing,0,0,0
Greece,1924,Fencing,0,0,0
Greece,1924,Shooting,0,0,0
Greece,1924,Swimming,0,0,0
Greece,1924,Tennis,0,0,0
Greece,1924,Water Polo,0,0,0
Greece,1924,Wrestling,0,0,0
Greece,1928,Athletics,0,0,0
Greece,1928,Boxing,0,0,0
Greece,1928,Fencing,0,0,0
Greece,1928,Wrestling,0,0,0
Greece,1932,Athletics,0,0,0
Greece,1932,Boxing,0,0,0
Greece,1932,Wrestling,0,0,0
Greece,1936,Art Competitions,0,0,0
Greece,1936,Athletics,0,0,0
Greece,1936,Fencing,0,0,0
Greece,1936,Modern Pentathlon,0,0,0
Greece,1936,Shooting,0,0,0
Greece,1936,Swimming,0,0,0
Greece,1936,Wrestling,0,0,0
Greece,1948,Art Competitions,0,0,0
Greece,1948,Athletics,0,0,0
Greece,1948,Cycling,0,0,0
Greece,1948,Fencing,0,0,0
Greece,1948,Rowing,0,0,0
Greece,1948,Shooting,0,0,0
Greece,1948,Swimming,0,0,0
Greece,1948,Water Polo,0,0,0
Greece,1948,Wrestling,0,0,0
Greece,1952,Athletics,0,0,0
Greece,1952,Basketball,0,0,0
Greece,1952,Football,0,0,0
Greece,1952,Rowing,0,0,0
Greece,1952,Sailing,0,0,0
Greece,1952,Shooting,0,0,0
Greece,1952,Wrestling,0,0,0
Greece,1956,Athletics,0,0,1
Greece,1956,Rowing,0,0,0
Greece,1956,Shooting,0,0,0
Greece,1956,Wrestling,0,0,0
Greece,1960,Athletics,0,0,0
Greece,1960,Boxing,0,0,0
Greece,1960,Rowing,0,0,0
Greece,1960,Sailing,0,0,0
Greece,1960,Shooting,0,0,0
Greece,1960,Swimming,0,0,0
Greece,1960,Weightlifting,0,0,0
Greece,1960,Wrestling,0,0,0
Greece,1964,Athletics,0,0,0
Greece,1964,Sailing,0,0,0
Greece,1964,Shooting,0,0,0
Greece,1964,Wrestling,0,0,0
Greece,1968,Athletics,0,0,0
Greece,1968,Boxing,0,0,0
Greece,1968,Sailing,0,0,0
Greece,1968,Shooting,0,0,0
Greece,1968,Water Polo,0,0,0
Greece,1968,Weightlifting,0,0,0
Greece,1968,Wrestling,0,0,1
Greece,1972,Athletics,0,0,0
Greece,1972,Boxing,0,0,0
Greece,1972,Fencing,0,0,0
Greece,1972,Sailing,0,1,0
Greece,1972,Shooting,0,0,0
Greece,1972,Swimming,0,0,0
Greece,1972,Water Polo,0,0,0
Greece,1972,Weightlifting,0,0,0
Greece,1972,Wrestling,0,1,0
Greece,1976,Athletics,0,0,0
Greece,1976,Boxing,0,0,0
Greece,1976,Cycling,0,0,0
Greece,1976,Sailing,0,0,0
Greece,1976,Shooting,0,0,0
Greece,1976,Swimming,0,0,0
Greece,1976,Weightlifting,0,0,0
Greece,1976,Wrestling,0,0,0
Greece,1980,Athletics,0,0,0
Greece,1980,Rowing,0,0,0
Greece,1980,Sailing,0,0,3
Greece,1980,Shooting,0,0,0
Greece,1980,Swimming,0,0,0
Greece,1980,Water Polo,0,0,0
Greece,1980,Weightlifting,0,0,0
Greece,1980,Wrestling,1,0,1
Greece,1984,Athletics,0,0,0
Greece,1984,Boxing,0,0,0
Greece,1984,Cycling,0,0,0
Greece,1984,Fencing,0,0,0
Greece,1984,Rowing,0,0,0
Greece,1984,Sailing,0,0,0
Greece,1984,Shooting,0,0,0
Greece,1984,Swimming,0,0,0
Greece,1984,Water Polo,0,0,0
Greece,1984,Weightlifting,0,0,0
Greece,1984,Wrestling,0,1,1
Greece,1988,Athletics,0,0,0
Greece,1988,Boxing,0,0,0
Greece,1988,Gymnastics,0,0,0
Greece,1988,Rhythmic Gymnastics,0,0,0
Greece,1988,Rowing,0,0,0
Greece,1988,Sailing,0,0,0
Greece,1988,Shooting,0,0,0
Greece,1988,Swimming,0,0,0
Greece,1988,Tennis,0,0,0
Greece,1988,Water Polo,0,0,0
Greece,1988,Weightlifting,0,0,0
Greece,1988,Wrestling,0,0,1
Greece,1992,Athletics,1,0,0
Greece,1992,Boxing,0,0,0
Greece,1992,Cycling,0,0,0
Greece,1992,Diving,0,0,0
Greece,1992,Fencing,0,0,0
Greece,1992,Judo,0,0,0
Greece,1992,Modern Pentathlon,0,0,0
Greece,1992,Rhythmic Gymnastics,0,0,0
Greece,1992,Rowing,0,0,0
Greece,1992,Sailing,0,0,0
Greece,1992,Shooting,0,0,0
Greece,1992,Swimming,0,0,0
Greece,1992,Synchronized Swimming,0,0,0
Greece,1992,Tennis,0,0,0
Greece,1992,Water Polo,0,0,0
Greece,1992,Weightlifting,1,0,0
Greece,1992,Wrestling,0,0,0
Greece,1996,Athletics,0,1,0
Greece,1996,Basketball,0,0,0
Greece,1996,Boxing,0,0,0
Greece,1996,Cycling,0,0,0
Greece,1996,Diving,0,0,0
Greece,1996,Fencing,0,0,0
Greece,1996,Gymnastics,1,0,0
Greece,1996,Judo,0,0,0
Greece,1996,Rhythmic Gymnastics,0,0,0
Greece,1996,Rowing,0,0,0
Greece,1996,Sailing,1,0,0
Greece,1996,Shooting,0,0,0
Greece,1996,Swimming,0,0,0
Greece,1996,Table Tennis,0,0,0
Greece,1996,Tennis,0,0,0
Greece,1996,Water Polo,0,0,0
Greece,1996,Weightlifting,2,3,0
Greece,1996,Wrestling,0,0,0
Greece,2000,Archery,0,0,0
Greece,2000,Athletics,1,3,0
Greece,2000,Beach Volleyball,0,0,0
Greece,2000,Boxing,0,0,0
Greece,2000,Canoeing,0,0,0
Greece,2000,Cycling,0,0,0
Greece,2000,Diving,0,0,0
Greece,2000,Equestrianism,0,0,0
Greece,2000,Gymnastics,0,1,0
Greece,2000,Modern Pentathlon,0,0,0
Greece,2000,Rhythmic Gymnastics,0,0,6
Greece,2000,Rowing,0,0,0
Greece,2000,Sailing,0,0,0
Greece,2000,Shooting,0,0,0
Greece,2000,Swimming,0,0,0
Greece,2000,Synchronized Swimming,0,0,0
Greece,2000,Table Tennis,0,0,0
Greece,2000,Taekwondo,1,0,0
Greece,2000,Tennis,0,0,0
Greece,2000,Triathlon,0,0,0
Greece,2000,Water Polo,0,0,0
Greece,2000,Weightlifting,2,2,1
Greece,2000,Wrestling,0,0,1
Greece,2004,Archery,0,0,0
Greece,2004,Athletics,2,2,1
Greece,2004,Badminton,0,0,0
Greece,2004,Baseball,0,0,0
Greece,2004,Basketball,0,0,0
Greece,2004,Beach Volleyball,0,0,0
Greece,2004,Boxing,0,0,0
Greece,2004,Canoeing,0,0,0
Greece,2004,Cycling,0,0,0
Greece,2004,Diving,2,0,0
Greece,2004,Equestrianism,0,0,0
Greece,2004,Fencing,0,0,0
Greece,2004,Football,0,0,0
Greece,2004,Gymnastics,1,0,0
Greece,2004,Handball,0,0,0
Greece,2004,Judo,1,0,0
Greece,2004,Modern Pentathlon,0,0,0
Greece,2004,Rhythmic Gymnastics,0,0,0
Greece,2004,Rowing,0,0,2
Greece,2004,Sailing,2,1,0
Greece,2004,Shooting,0,0,0
Greece,2004,Softball,0,0,0
Greece,2004,Swimming,0,0,0
Greece,2004,Synchronized Swimming,0,0,0
Greece,2004,Table Tennis,0,0,0
Greece,2004,Taekwondo,0,2,0
Greece,2004,Tennis,0,0,0
Greece,2004,Trampolining,0,0,0
Greece,2004,Triathlon,0,0,0
Greece,2004,Volleyball,0,0,0
Greece,2004,Water Polo,0,13,0
Greece,2004,Weightlifting,0,0,1
Greece,2004,Wrestling,0,0,1
Greece,2008,Archery,0,0,0
Greece,2008,Athletics,0,0,1
Greece,2008,Basketball,0,0,0
Greece,2008,Boxing,0,0,0
Greece,2008,Canoeing,0,0,0
Greece,2008,Cycling,0,0,0
Greece,2008,Diving,0,0,0
Greece,2008,Gymnastics,0,0,0
Greece,2008,Judo,0,0,0
Greece,2008,Rhythmic Gymnastics,0,0,0
Greece,2008,Rowing,0,2,0
Greece,2008,Sailing,0,0,3
Greece,2008,Shooting,0,0,0
Greece,2008,Swimming,0,0,0
Greece,2008,Synchronized Swimming,0,0,0
Greece,2008,Table Tennis,0,0,0
Greece,2008,Taekwondo,0,1,0
Greece,2008,Tennis,0,0,0
Greece,2008,Triathlon,0,0,0
Greece,2008,Water Polo,0,0,0
Greece,2008,Weightlifting,0,0,0
Greece,2008,Wrestling,0,0,0
Greece,2012,Archery,0,0,0
Greece,2012,Athletics,0,0,0
Greece,2012,Beach Volleyball,0,0,0
Greece,2012,Canoeing,0,0,0
Greece,2012,Cycling,0,0,0
Greece,2012,Diving,0,0,0
Greece,2012,Fencing,0,0,0
Greece,2012,Gymnastics,0,0,0
Greece,2012,Judo,0,0,1
Greece,2012,Rhythmic Gymnastics,0,0,0
Greece,2012,Rowing,0,0,2
Greece,2012,Sailing,0,0,0
Greece,2012,Shooting,0,0,0
Greece,2012,Swimming,0,0,0
Greece,2012,Synchronized Swimming,0,0,0
Greece,2012,Table Tennis,0,0,0
Greece,2012,Taekwondo,0,0,0
Greece,2012,Water Polo,0,0,0
Greece,2012,Weightlifting,0,0,0
Greece,2012,Wrestling,0,0,0
Greece,2016,Archery,0,0,0
Greece,2016,Athletics,1,0,0
Greece,2016,Cycling,0,0,0
Greece,2016,Fencing,0,0,0
Greece,2016,Gymnastics,1,0,0
Greece,2016,Judo,0,0,0
Greece,2016,Rhythmic Gymnastics,0,0,0
Greece,2016,Rowing,0,0,0
Greece,2016,Sailing,0,0,2
Greece,2016,Shooting,1,0,1
Greece,2016,Swimming,0,1,0
Greece,2016,Synchronized Swimming,0,0,0
Greece,2016,Table Tennis,0,0,0
Greece,2016,Water Polo,0,0,0
Greece,2016,Weightlifting,0,0,0
Greece,2016,Wrestling,0,0,0
Greece,2020,Archery,0,0,0
Greece,2020,Artistic Gymnastics,0,0,1
Greece,2020,Artistic Swimming,0,0,0
Greece,2020,Athletics,1,0,0
Greece,2020,Cycling Mountain Bike,0,0,0
Greece,2020,Cycling Road,0,0,0
Greece,2020,Cycling Track,0,0,0
Greece,2020,Fencing,0,0,0
Greece,2020,Judo,0,0,0
Greece,2020,Marathon Swimming,0,0,0
Greece,2020,Rowing,1,0,0
Greece,2020,Sailing,0,0,0
Greece,2020,Shooting,0,0,0
Greece,2020,Swimming,0,0,0
Greece,2020,Table Tennis,0,0,0
Greece,2020,Taekwondo,0,0,0
Greece,2020,Tennis,0,0,0
Greece,2020,Water Polo,0,13,0
Greece,2020,Weightlifting,0,0,0
Greece,2020,Wrestling,0,0,0
Greece,2024,Artistic Gymnastics,0,0,1
Greece,2024,Artistic Swimming,0,0,0
Greece,2024,Athletics,1,0,1
Greece,2024,Basketball,0,0,0
Greece,2024,Cycling Road,0,0,0
Greece,2024,Equestrian,0,0,0
Greece,2024,Fencing,0,0,0
Greece,2024,Judo,0,0,1
Greece,2024,Marathon Swimming,0,0,0
Greece,2024,Rowing,0,0,4
Greece,2024,Sailing,0,0,0
Greece,2024,Shooting,0,0,0
Greece,2024,Swimming,0,1,0
Greece,2024,Table Tennis,0,0,0
Greece,2024,Tennis,0,0,0
Greece,2024,Water Polo,0,0,0
Greece,2024,Wrestling,0,0,1
Greece-1,1896,Tennis,0,2,0
Greece-1,1906,Tennis,0,4,0
Greece-1,2004,Beach Volleyball,0,0,0
Greece-1,2008,Beach Volleyball,0,0,0
Greece-2,1896,Tennis,0,0,0
Greece-2,1906,Tennis,0,0,2
Greece-2,2004,Beach Volleyball,0,0,0
Greece-2,2008,Beach Volleyball,0,0,0
Greece-3,1896,Tennis,0,0,0
Greece-3,1906,Tennis,0,0,0
Greece-4,1906,Tennis,0,0,0
Greenoaks Dundee,2008,Equestrianism,0,0,0
Grenada,1984,Athletics,0,0,0
Grenada,1984,Boxing,0,0,0
Grenada,1988,Athletics,0,0,0
Grenada,1988,Boxing,0,0,0
Grenada,1992,Athletics,0,0,0
Grenada,1996,Athletics,0,0,0
Grenada,2000,Athletics,0,0,0
Grenada,2000,Swimming,0,0,0
Grenada,2004,Athletics,0,0,0
Grenada,2004,Swimming,0,0,0
Grenada,2008,Athletics,0,0,0
Grenada,2008,Boxing,0,0,0
Grenada,2012,Athletics,1,0,0
Grenada,2012,Swimming,0,0,0
Grenada,2012,Taekwondo,0,0,0
Grenada,2016,Athletics,0,1,0
Grenada,2016,Swimming,0,0,0
Grenada,2020,Athletics,0,0,1
Grenada,2020,Swimming,0,0,0
Grenada,2024,Athletics,0,0,2
Grenada,2024,Swimming,0,0,0
Grifo III,1960,Sailing,0,0,0
Grifo IV,1964,Sailing,0,0,0
Grifone,1964,Sailing,0,0,0
Gteborgs Roddfrening-2,1912,Rowing,0,0,0
Gteborgs Roddklubb-1,1912,Rowing,0,0,0
Guam,1988,Athletics,0,0,0
Guam,1988,Boxing,0,0,0
Guam,1988,Judo,0,0,0
Guam,1988,Sailing,0,0,0
Guam,1988,Swimming,0,0,0
Guam,1988,Weightlifting,0,0,0
Guam,1988,Wrestling,0,0,0
Guam,1992,Archery,0,0,0
Guam,1992,Athletics,0,0,0
Guam,1992,Cycling,0,0,0
Guam,1992,Judo,0,0,0
Guam,1992,Sailing,0,0,0
Guam,1992,Swimming,0,0,0
Guam,1992,Weightlifting,0,0,0
Guam,1992,Wrestling,0,0,0
Guam,1996,Athletics,0,0,0
Guam,1996,Sailing,0,0,0
Guam,1996,Swimming,0,0,0
Guam,1996,Wrestling,0,0,0
Guam,2000,Athletics,0,0,0
Guam,2000,Cycling,0,0,0
Guam,2000,Sailing,0,0,0
Guam,2000,Swimming,0,0,0
Guam,2000,Weightlifting,0,0,0
Guam,2004,Athletics,0,0,0
Guam,2004,Swimming,0,0,0
Guam,2004,Wrestling,0,0,0
Guam,2008,Athletics,0,0,0
Guam,2008,Canoeing,0,0,0
Guam,2008,Judo,0,0,0
Guam,2008,Swimming,0,0,0
Guam,2008,Wrestling,0,0,0
Guam,2012,Athletics,0,0,0
Guam,2012,Cycling,0,0,0
Guam,2012,Judo,0,0,0
Guam,2012,Swimming,0,0,0
Guam,2012,Wrestling,0,0,0
Guam,2016,Athletics,0,0,0
Guam,2016,Cycling,0,0,0
Guam,2016,Swimming,0,0,0
Guam,2020,Athletics,0,0,0
Guam,2020,Judo,0,0,0
Guam,2020,Swimming,0,0,0
Guam,2020,Wrestling,0,0,0
Guam,2024,Athletics,0,0,0
Guam,2024,Canoe Sprint,0,0,0
Guam,2024,Judo,0,0,0
Guam,2024,Triathlon,0,0,0
Guam,2024,Weightlifting,0,0,0
Guam,2024,Wrestling,0,0,0
Guanahani,1964,Sailing,0,0,0
Guatemala,1932,Art Competitions,0,0,0
Guatemala,1952,Athletics,0,0,0
Guatemala,1952,Cycling,0,0,0
Guatemala,1952,Fencing,0,0,0
Guatemala,1952,Shooting,0,0,0
Guatemala,1952,Swimming,0,0,0
Guatemala,1952,Wrestling,0,0,0
Guatemala,1968,Athletics,0,0,0
Guatemala,1968,Boxing,0,0,0
Guatemala,1968,Cycling,0,0,0
Guatemala,1968,Football,0,0,0
Guatemala,1968,Shooting,0,0,0
Guatemala,1968,Swimming,0,0,0
Guatemala,1968,Weightlifting,0,0,0
Guatemala,1968,Wrestling,0,0,0
Guatemala,1972,Athletics,0,0,0
Guatemala,1972,Shooting,0,0,0
Guatemala,1972,Wrestling,0,0,0
Guatemala,1976,Equestrianism,0,0,0
Guatemala,1976,Football,0,0,0
Guatemala,1976,Sailing,0,0,0
Guatemala,1976,Shooting,0,0,0
Guatemala,1976,Weightlifting,0,0,0
Guatemala,1980,Equestrianism,0,0,0
Guatemala,1980,Rowing,0,0,0
Guatemala,1980,Sailing,0,0,0
Guatemala,1980,Shooting,0,0,0
Guatemala,1980,Weightlifting,0,0,0
Guatemala,1984,Athletics,0,0,0
Guatemala,1984,Boxing,0,0,0
Guatemala,1984,Cycling,0,0,0
Guatemala,1984,Equestrianism,0,0,0
Guatemala,1984,Rowing,0,0,0
Guatemala,1984,Sailing,0,0,0
Guatemala,1984,Shooting,0,0,0
Guatemala,1984,Swimming,0,0,0
Guatemala,1984,Weightlifting,0,0,0
Guatemala,1988,Athletics,0,0,0
Guatemala,1988,Boxing,0,0,0
Guatemala,1988,Cycling,0,0,0
Guatemala,1988,Football,0,0,0
Guatemala,1988,Gymnastics,0,0,0
Guatemala,1988,Shooting,0,0,0
Guatemala,1988,Swimming,0,0,0
Guatemala,1988,Wrestling,0,0,0
